route_key,final_service_units
2025-01-16_47_43,1705
2025-01-18_09_46,6194
2025-02-20_27_36,1671
2025-01-08_47_05,5932
2025-02-12_36_41,3767
2025-01-05_47_43,2957
2025-02-01_35_46,1806
2025-01-23_14_30,1399
2025-02-20_02_47,2195
2025-02-04_02_19,2048
2025-02-22_02_01,1631
2025-01-04_02_19,2533
2025-01-13_45_28,2908
2025-02-19_14_30,1727
2025-01-17_46_45,3263
2025-02-01_02_24,1552
2025-01-23_26_46,1749
2025-01-09_38_36,762
2025-02-16_22_36,1867
2025-02-27_23_13,1598
2025-02-23_13_23,3135
2025-02-20_36_41,3088
2025-01-28_02_19,1740
2025-02-23_02_47,2510
2025-02-28_13_23,2214
2025-02-18_26_46,1638
2025-01-11_19_30,1806
2025-01-22_02_01,1279
2025-02-17_06_47,1928
2025-01-21_16_02,1377
2025-02-18_47_10,1113
2025-01-07_30_02,1730
2025-02-06_35_46,1515
2025-02-16_48_45,3397
2025-01-12_26_46,1236
2025-02-03_46_26,1951
2025-01-07_03_45,1401
2025-01-24_14_30,1672
2025-02-12_45_46,3770
2025-01-18_45_46,5025
2025-02-06_46_35,2176
2025-01-24_03_47,1242
2025-01-12_45_46,4523
2025-01-04_45_44,1535
2025-01-18_18_46,3728
2025-02-23_19_30,2591
2025-02-27_47_30,1816
2025-01-24_06_47,1225
2025-02-14_03_47,1364
2025-01-25_45_44,1624
2025-01-04_32_19,2378
2025-02-17_47_03,1556
2025-01-02_04_29,1296
2025-01-28_16_02,1464
2025-01-16_30_02,1394
2025-01-05_15_46,3008
2025-01-23_45_05,1737
2025-01-31_47_02,2169
2025-02-17_22_36,1441
2025-02-06_36_27,1640
2025-02-08_15_46,1736
2025-02-19_23_25,1604
2025-02-28_30_14,2788
2025-02-18_43_47,1773
2025-02-15_36_27,1982
2025-02-03_02_14,1319
2025-02-07_22_36,1896
2025-02-03_48_45,3064
2025-01-09_45_03,3419
2025-01-26_05_47,3341
2025-01-10_47_28,5330
2025-02-27_46_48,5790
2025-01-11_04_29,1410
2025-02-28_47_10,1906
2025-01-25_22_36,1307
2025-02-27_36_07,1864
2025-02-24_36_22,1451
2025-01-10_02_47,3272
2025-02-06_23_25,1513
2025-02-23_43_47,3839
2025-01-24_03_45,1190
2025-01-06_45_39,1009
2025-02-12_18_46,2029
2025-01-30_45_34,1838
2025-02-25_42_45,1572
2025-02-16_07_36,2968
2025-01-08_16_02,1223
2025-01-03_11_36,1721
2025-01-23_46_45,3396
2025-01-17_36_11,2408
2025-01-01_47_10,1254
2025-02-22_16_02,1557
2025-02-25_36_41,2705
2025-01-06_45_47,4036
2025-01-18_37_36,218
2025-02-21_46_26,2140
2025-01-14_48_46,4485
2025-01-07_45_09,2478
2025-01-16_47_30,1777
2025-02-15_02_14,2001
2025-02-17_19_32,2833
2025-01-23_35_46,1661
2025-01-15_09_46,5831
2025-02-27_02_16,1767
2025-02-26_45_42,1675
2025-01-05_19_02,3515
2025-02-04_47_02,1730
2025-02-24_23_25,1653
2025-02-02_36_27,1399
2025-01-29_36_41,2966
2025-02-26_47_43,2156
2025-02-25_47_06,1638
2025-01-13_23_13,1630
2025-01-10_01_02,1294
2025-02-21_47_28,3645
2025-02-14_45_46,6582
2025-02-24_40_02,2487
2025-01-21_19_30,1543
2025-01-23_21_02,1108
2025-01-08_21_02,1098
2025-01-23_47_06,1211
2025-01-28_03_45,1582
2025-02-27_33_46,876
2025-01-25_36_11,2125
2025-01-31_48_46,4163
2025-01-31_44_45,1298
2025-01-18_46_45,3970
2025-01-07_36_12,1495
2025-02-11_47_10,1133
2025-01-18_34_45,2030
2025-02-04_14_30,1600
2025-02-17_36_27,1355
2025-01-27_48_46,3874
2025-02-09_02_40,3220
2025-02-13_46_48,4856
2025-01-31_46_20,2162
2025-01-06_45_28,1672
2025-02-19_46_47,1779
2025-02-28_28_45,1477
2025-01-02_18_46,2145
2025-01-31_45_42,2478
2025-02-20_13_23,1594
2025-01-26_46_48,3895
2025-01-27_19_30,1906
2025-02-15_36_11,3645
2025-02-12_44_46,1936
2025-02-18_14_30,1789
2025-01-15_45_03,1209
2025-02-19_11_36,2835
2025-02-09_44_45,2239
2025-02-01_21_02,1314
2025-02-20_36_27,1685
2025-01-15_36_12,1513
2025-02-11_45_03,1639
2025-01-25_02_40,2457
2025-01-17_47_45,4255
2025-02-27_31_02,2098
2025-02-11_30_02,1675
2025-01-07_44_45,1037
2025-01-16_21_02,1127
2025-01-09_03_47,1043
2025-02-01_47_02,1751
2025-02-24_45_42,1584
2025-01-13_20_46,1088
2025-01-06_45_42,1388
2025-01-31_36_41,4465
2025-02-18_45_09,2567
2025-02-07_45_42,2981
2025-02-27_46_26,1906
2025-01-12_47_30,1855
2025-02-11_02_24,1337
2025-01-01_43_47,2470
2025-02-11_23_13,1565
2025-01-04_47_02,2036
2025-02-17_48_46,5198
2025-01-26_36_07,1776
2025-01-20_32_19,2573
2025-02-18_15_46,1296
2025-01-05_19_32,3263
2025-01-18_14_30,1834
2025-01-05_33_46,2917
2025-02-22_36_37,1652
2025-02-04_36_41,3554
2025-02-16_45_44,1481
2025-01-12_45_28,3248
2025-02-05_02_30,1649
2025-01-30_23_13,1305
2025-01-02_36_22,1233
2025-02-26_45_28,2597
2025-02-12_27_36,2065
2025-02-08_04_29,1401
2025-01-25_32_19,2159
2025-01-06_02_30,2482
2025-01-02_41_36,5073
2025-01-30_46_44,2469
2025-01-19_45_09,3570
2025-02-27_02_01,1598
2025-01-08_03_47,1225
2025-01-21_15_46,2097
2025-02-27_13_23,1745
2025-02-28_47_06,2100
2025-02-19_32_19,1973
2025-01-09_18_46,1018
2025-01-21_36_41,3144
2025-02-14_01_02,1482
2025-01-18_43_47,5874
2025-02-24_46_26,1717
2025-01-21_46_18,1372
2025-01-11_33_46,1492
2025-02-02_46_35,2073
2025-01-07_13_23,1601
2025-01-10_08_47,899
2025-01-03_02_31,2950
2025-01-24_35_46,1708
2025-01-09_47_43,5452
2025-02-07_42_45,1875
2025-02-21_45_28,5307
2025-01-21_44_45,1441
2025-01-08_47_46,1895
2025-02-15_36_37,1743
2025-02-01_42_45,1602
2025-01-14_36_22,1071
2025-01-30_22_36,962
2025-01-07_33_46,668
2025-02-18_45_28,2423
2025-02-06_47_43,3379
2025-02-15_47_06,1688
2025-01-20_28_47,2578
2025-02-20_46_09,5522
2025-02-10_42_45,2197
2025-02-02_37_36,1454
2025-02-11_03_47,1385
2025-01-18_47_45,5110
2025-01-12_27_36,1400
2025-02-15_44_46,1973
2025-01-17_41_36,3495
2025-02-13_04_29,1170
2025-02-05_36_11,2648
2025-01-14_30_02,1417
2025-02-19_47_43,2642
2025-01-14_46_44,2979
2025-01-25_11_36,1840
2025-02-25_02_19,2020
2025-01-12_40_02,2694
2025-02-22_47_08,1951
2025-01-27_45_05,1215
2025-01-12_25_23,2294
2025-02-18_47_03,1523
2025-01-03_22_36,1477
2025-01-15_22_36,1085
2025-01-09_04_29,1135
2025-02-11_02_31,2116
2025-02-22_43_47,2724
2025-02-26_45_46,4335
2025-01-27_46_20,1071
2025-01-13_46_48,6970
2025-01-27_31_02,2211
2025-01-05_45_46,6558
2025-01-22_45_09,2722
2025-01-07_03_47,1137
2025-02-07_48_45,1690
2025-01-01_36_07,1543
2025-01-05_42_45,3557
2025-01-17_04_29,1302
2025-01-08_28_47,1625
2025-02-07_46_44,4815
2025-01-20_03_45,3631
2025-02-12_47_43,2566
2025-02-20_36_07,1867
2025-01-30_27_36,1195
2025-01-06_40_02,2791
2025-01-15_37_36,324
2025-02-28_19_32,2867
2025-02-04_03_45,1465
2025-02-19_01_02,1336
2025-02-17_04_29,1201
2025-01-14_18_46,1637
2025-01-03_38_36,824
2025-02-28_09_45,3302
2025-02-02_36_37,1392
2025-01-21_41_36,2521
2025-01-02_26_46,2115
2025-02-20_38_36,1231
2025-01-01_46_35,2323
2025-02-22_45_28,3772
2025-02-05_45_09,3017
2025-01-01_02_14,1456
2025-01-25_47_45,4089
2025-02-17_36_22,1425
2025-01-20_15_46,2509
2025-01-06_02_31,1874
2025-02-19_02_31,2335
2025-01-28_20_46,1510
2025-02-18_48_45,1870
2025-01-24_47_05,3275
2025-01-17_45_44,1608
2025-02-03_22_36,1748
2025-01-24_47_30,2025
2025-01-06_46_09,3681
2025-01-02_45_28,1990
2025-02-24_02_01,1511
2025-01-24_46_47,1862
2025-02-28_44_46,2103
2025-01-29_33_46,959
2025-02-10_12_36,3589
2025-02-14_19_32,3141
2025-02-15_02_31,2239
2025-01-30_19_02,1542
2025-01-25_13_23,2085
2025-01-11_27_36,1509
2025-01-31_02_24,1571
2025-01-21_02_24,1178
2025-02-13_47_08,1727
2025-02-22_35_46,2047
2025-01-31_02_16,1911
2025-01-12_45_34,2038
2025-01-27_15_46,1660
2025-01-28_38_36,1212
2025-02-17_01_02,1536
2025-02-24_46_33,1134
2025-02-13_44_45,1065
2025-01-09_46_09,6859
2025-02-09_36_27,1587
2025-01-05_45_05,1883
2025-02-23_46_44,2749
2025-01-12_08_47,1229
2025-02-16_09_46,8606
2025-01-04_46_47,1742
2025-02-20_25_23,1078
2025-02-01_12_36,1883
2025-01-10_16_02,1338
2025-01-27_47_30,1739
2025-01-27_28_47,1960
2025-01-29_28_47,1824
2025-01-19_46_35,2343
2025-01-02_08_47,1423
2025-02-04_36_12,1334
2025-01-07_25_23,1041
2025-02-03_39_45,2768
2025-01-18_07_36,1663
2025-01-31_11_36,1884
2025-02-10_45_09,2882
2025-01-22_34_45,1481
2025-02-05_02_31,2495
2025-01-26_47_06,1248
2025-01-13_02_47,1929
2025-02-10_43_47,2830
2025-01-07_45_05,2433
2025-02-02_46_09,6579
2025-01-03_47_02,2109
2025-01-27_47_28,1701
2025-01-16_45_28,2316
2025-01-24_45_44,1775
2025-02-05_13_23,1684
2025-02-05_45_44,1228
2025-01-30_36_37,965
2025-02-24_46_20,1629
2025-02-01_09_46,5318
2025-01-13_01_02,1287
2025-01-17_23_25,1610
2025-02-20_48_46,2587
2025-02-18_47_46,1720
2025-02-14_45_42,2965
2025-01-19_35_46,8539
2025-02-23_33_46,3041
2025-02-01_04_29,1479
2025-01-20_46_35,1826
2025-01-25_45_09,3703
2025-02-10_07_36,1904
2025-02-19_47_05,3226
2025-01-05_36_41,4093
2025-02-04_45_46,4392
2025-01-29_04_29,1140
2025-02-12_02_30,1987
2025-02-11_05_47,2321
2025-02-25_36_37,1494
2025-01-18_32_19,2229
2025-01-26_47_43,1915
2025-02-07_46_35,4707
2025-01-15_04_29,1113
2025-01-12_45_05,2314
2025-02-27_28_45,1786
2025-02-09_46_18,2412
2025-02-19_36_11,2863
2025-01-26_06_47,1986
2025-01-25_27_36,1610
2025-01-26_19_02,2904
2025-02-06_15_46,1134
2025-01-25_46_09,4087
2025-01-26_43_47,2554
2025-01-20_27_36,1649
2025-01-06_44_45,1507
2025-01-14_36_37,338
2025-01-08_33_46,675
2025-01-02_39_45,2343
2025-01-05_46_47,2266
2025-01-04_34_45,4638
2025-02-02_47_46,2699
2025-01-14_47_10,1010
2025-01-16_41_36,2791
2025-01-20_47_02,1620
2025-01-29_02_24,1100
2025-01-29_08_47,1298
2025-01-09_01_02,1184
2025-02-13_36_37,1535
2025-01-07_28_45,1685
2025-01-04_36_11,1732
2025-02-21_47_45,4968
2025-02-24_33_46,1310
2025-02-05_36_07,1833
2025-02-23_45_44,1550
2025-02-25_46_33,1184
2025-01-06_46_48,3839
2025-01-13_47_03,1099
2025-02-24_14_30,1967
2025-02-24_06_47,1945
2025-02-01_45_46,4930
2025-02-28_46_09,8197
2025-01-01_09_46,8010
2025-02-20_36_11,3618
2025-02-06_46_26,1593
2025-02-17_02_21,1544
2025-02-20_06_47,1459
2025-02-25_46_48,8079
2025-01-06_32_19,2831
2025-01-27_18_46,1732
2025-02-25_47_45,4443
2025-02-06_28_45,1717
2025-01-12_39_45,2721
2025-01-26_47_10,1076
2025-02-11_45_28,2098
2025-02-13_40_02,2556
2025-02-24_46_35,1970
2025-02-19_46_18,1509
2025-02-09_45_48,2230
2025-01-01_02_40,3058
2025-02-23_46_18,1740
2025-01-16_46_15,1377
2025-02-16_46_20,1565
2025-02-22_40_02,2964
2025-02-02_02_21,1525
2025-01-23_45_39,2358
2025-02-26_19_30,1645
2025-01-18_46_09,4643
2025-02-13_46_44,2555
2025-01-16_23_13,1409
2025-02-15_28_47,2327
2025-02-02_48_46,9449
2025-01-07_47_45,3911
2025-01-02_11_36,1629
2025-02-01_45_28,3091
2025-01-26_15_46,2227
2025-02-22_20_46,1539
2025-01-03_27_36,1456
2025-01-18_40_02,3308
2025-01-23_47_28,2571
2025-01-01_45_28,2741
2025-01-22_45_46,3780
2025-01-06_35_46,2375
2025-02-03_30_02,2219
2025-01-18_47_10,1129
2025-01-29_45_48,1981
2025-02-15_02_01,1736
2025-01-23_45_03,1429
2025-02-09_03_47,2824
2025-02-15_34_45,2339
2025-02-25_44_46,1776
2025-02-07_45_46,6751
2025-02-15_47_03,2229
2025-02-09_47_10,1337
2025-02-15_46_47,1917
2025-01-02_02_31,2755
2025-02-03_45_34,1421
2025-01-17_02_16,1744
2025-02-03_33_46,1935
2025-01-06_33_46,925
2025-01-10_13_23,1864
2025-01-29_23_25,958
2025-01-03_45_47,4703
2025-02-03_04_29,1250
2025-02-23_46_15,1379
2025-02-19_36_12,1711
2025-02-13_02_24,1486
2025-02-20_07_36,1535
2025-02-16_42_45,3292
2025-01-03_45_39,2638
2025-01-11_46_45,4118
2025-01-22_46_26,1709
2025-01-09_09_46,3316
2025-02-05_26_46,1504
2025-02-05_02_40,2904
2025-01-22_47_28,1891
2025-01-06_45_05,1518
2025-02-12_36_11,2888
2025-01-19_46_20,1891
2025-02-26_45_09,3985
2025-02-26_08_47,1464
2025-01-18_02_21,1463
2025-01-17_45_05,2095
2025-02-14_47_03,2791
2025-01-19_45_46,6586
2025-01-16_47_10,1030
2025-01-14_19_02,1699
2025-01-30_02_19,2260
2025-01-26_03_45,2282
2025-01-07_28_47,1502
2025-01-05_46_33,1114
2025-01-11_25_23,2300
2025-01-29_31_02,1764
2025-01-07_26_46,1391
2025-01-24_46_15,2110
2025-02-04_02_31,2022
2025-02-21_46_18,2616
2025-01-24_19_02,2371
2025-01-17_44_46,3315
2025-01-03_07_36,2564
2025-01-17_47_06,1380
2025-02-18_06_47,1331
2025-02-22_27_36,1850
2025-01-30_46_33,1285
2025-01-22_46_35,1696
2025-02-14_02_14,2270
2025-01-19_25_23,1637
2025-01-12_02_47,1505
2025-01-17_47_08,1466
2025-02-25_34_45,1875
2025-01-20_46_09,3635
2025-01-19_23_25,1482
2025-01-15_30_14,1290
2025-02-05_45_46,3755
2025-02-20_45_48,2763
2025-01-22_45_42,1613
2025-01-28_36_22,1104
2025-02-03_12_36,2801
2025-01-27_45_48,1309
2025-01-02_20_46,2329
2025-02-11_16_02,1564
2025-01-29_11_36,1707
2025-02-14_45_48,3012
2025-01-21_19_32,2273
2025-02-20_19_02,1763
2025-01-07_02_16,1321
2025-01-20_44_46,4536
2025-01-16_37_36,131
2025-02-13_41_36,2759
2025-02-08_47_06,1577
2025-01-28_12_36,2269
2025-02-23_30_02,2911
2025-02-18_45_03,1191
2025-02-03_23_13,1873
2025-02-02_27_36,2338
2025-01-17_02_30,2656
2025-01-05_02_19,2086
2025-01-04_45_03,1697
2025-01-29_47_03,1411
2025-01-18_46_35,2053
2025-01-29_14_30,1547
2025-02-28_46_44,4318
2025-02-21_13_23,2347
2025-02-23_46_48,4242
2025-01-15_26_46,1632
2025-01-02_46_45,4652
2025-02-08_22_36,1807
2025-01-17_13_23,1800
2025-01-14_47_28,1829
2025-02-03_45_42,1585
2025-02-09_23_13,2115
2025-01-30_09_46,3511
2025-01-18_45_05,1576
2025-02-15_25_23,1715
2025-02-16_26_46,2446
2025-01-26_28_47,3568
2025-02-21_45_42,3040
2025-01-24_48_46,3963
2025-01-15_30_02,1312
2025-02-14_41_36,2894
2025-01-30_47_43,1859
2025-01-12_34_45,2806
2025-02-17_47_30,2068
2025-01-22_46_48,3186
2025-02-23_32_19,2942
2025-01-05_48_45,2754
2025-01-30_44_46,1388
2025-01-12_19_02,2807
2025-02-08_33_46,958
2025-01-16_05_47,7448
2025-02-09_42_45,3423
2025-01-14_47_08,944
2025-01-29_36_37,847
2025-02-21_42_45,1750
2025-01-11_02_47,1908
2025-02-06_39_45,1133
2025-02-17_03_45,2265
2025-01-31_43_47,1902
2025-01-13_47_02,1505
2025-02-14_06_47,1338
2025-01-19_45_28,2159
2025-01-14_47_43,2189
2025-02-14_02_16,2312
2025-01-08_45_28,3476
2025-02-14_28_45,1528
2025-02-27_32_19,1832
2025-02-07_19_02,2204
2025-02-07_26_46,1862
2025-02-28_02_16,2165
2025-01-01_12_36,2448
2025-02-24_19_02,2253
2025-02-15_46_45,4078
2025-01-30_36_41,3137
2025-01-10_46_47,3209
2025-01-15_02_14,1175
2025-01-24_48_45,1486
2025-02-09_02_21,1680
2025-01-18_30_14,1719
2025-02-11_44_46,2666
2025-01-20_26_46,2348
2025-01-16_30_14,1370
2025-02-14_48_46,3959
2025-01-29_05_47,2147
2025-02-24_39_45,2288
2025-01-13_45_34,1530
2025-02-21_36_12,3072
2025-01-27_30_14,1255
2025-02-11_47_03,1664
2025-02-28_01_02,1407
2025-01-10_48_46,4210
2025-02-28_26_46,2020
2025-02-04_16_02,1511
2025-02-26_02_14,1422
2025-01-06_45_46,3469
2025-02-12_03_45,1499
2025-02-08_02_24,1426
2025-01-18_02_01,1471
2025-01-16_27_36,1286
2025-01-26_33_46,3517
2025-01-15_47_43,1393
2025-02-18_47_45,3833
2025-01-08_36_41,5629
2025-01-31_21_02,1229
2025-01-07_47_28,2268
2025-02-06_43_47,2173
2025-02-03_46_20,1212
2025-01-18_02_16,1434
2025-01-15_46_35,1659
2025-01-31_16_02,1305
2025-02-13_45_28,3417
2025-02-09_30_14,1563
2025-01-06_47_03,1910
2025-01-16_11_36,1455
2025-02-03_28_47,2300
2025-01-06_26_46,1573
2025-02-11_47_05,3011
2025-02-02_46_18,2048
2025-01-15_28_45,2979
2025-01-04_36_37,221
2025-01-28_02_47,1723
2025-01-22_45_28,1902
2025-02-08_46_09,5803
2025-01-13_47_28,2659
2025-01-01_05_47,3323
2025-01-11_02_19,2184
2025-01-28_04_29,1220
2025-02-21_06_47,1112
2025-02-05_45_39,1420
2025-01-28_36_41,3548
2025-01-11_45_42,2268
2025-02-10_02_21,1634
2025-02-01_03_45,1427
2025-02-07_47_46,2653
2025-01-21_20_46,1782
2025-02-04_45_03,1178
2025-01-22_02_40,2121
2025-01-26_02_40,2589
2025-01-14_15_46,1755
2025-01-22_02_14,1203
2025-02-03_46_35,1504
2025-02-25_28_47,1895
2025-01-16_45_39,1902
2025-02-18_13_23,1931
2025-01-15_36_37,359
2025-01-16_34_45,1606
2025-01-23_45_09,3677
2025-02-24_15_46,1641
2025-02-26_02_01,1503
2025-02-28_47_28,3469
2025-02-15_45_03,1657
2025-02-14_47_10,1912
2025-02-26_28_45,2269
2025-01-17_03_47,2207
2025-02-03_17_23,1862
2025-02-15_45_42,2188
2025-01-27_47_10,854
2025-01-28_46_48,2393
2025-02-06_48_46,2712
2025-01-28_40_02,2011
2025-02-22_32_19,2486
2025-02-01_15_46,1599
2025-02-09_46_15,1802
2025-02-09_40_02,3451
2025-02-13_45_48,2347
2025-02-13_13_23,1703
2025-01-12_09_46,3856
2025-02-14_36_41,3535
2025-02-08_16_02,1442
2025-02-25_45_42,1667
2025-02-15_19_02,2717
2025-01-23_30_14,1564
2025-02-07_46_48,6891
2025-01-28_02_31,1854
2025-01-18_01_02,1365
2025-02-08_45_48,2686
2025-02-02_45_03,1249
2025-02-23_47_28,2219
2025-01-12_36_41,3623
2025-02-15_02_40,3212
2025-01-10_36_22,1371
2025-02-07_02_40,3848
2025-01-23_28_47,1708
2025-02-15_47_46,2279
2025-01-12_07_36,2219
2025-01-10_36_37,435
2025-01-31_34_45,1712
2025-01-04_45_28,2738
2025-02-05_45_05,1965
2025-01-12_45_44,1427
2025-01-30_01_02,1217
2025-02-16_37_36,1819
2025-02-22_47_43,2792
2025-01-31_46_44,4321
2025-02-16_01_02,1886
2025-01-04_28_47,1839
2025-01-14_46_09,3600
2025-02-28_08_47,1426
2025-01-12_46_35,4000
2025-01-05_05_47,4522
2025-02-15_02_21,1849
2025-02-10_44_45,2274
2025-02-06_45_46,5311
2025-02-22_45_39,2042
2025-01-29_32_19,1720
2025-02-14_45_47,6681
2025-02-21_30_02,2643
2025-02-24_36_37,1476
2025-02-21_28_45,1354
2025-01-10_31_02,1932
2025-02-20_09_46,3947
2025-02-01_28_47,1899
2025-01-20_46_26,1629
2025-01-18_27_36,1641
2025-02-15_36_22,1685
2025-02-12_46_44,1919
2025-02-24_09_46,5735
2025-01-20_38_36,1353
2025-01-28_46_47,1488
2025-01-19_47_28,1888
2025-01-06_13_23,2752
2025-01-31_32_19,1938
2025-01-01_47_08,1277
2025-02-24_47_30,2023
2025-02-16_45_47,5244
2025-01-16_45_05,1817
2025-01-05_30_02,3278
2025-01-17_08_47,1456
2025-01-16_36_07,1784
2025-01-19_09_46,9985
2025-01-15_42_45,1294
2025-02-03_47_30,1916
2025-02-14_26_46,1885
2025-01-17_46_48,5774
2025-02-11_17_23,1431
2025-01-09_17_23,1059
2025-01-04_05_45,3188
2025-02-08_45_39,2227
2025-01-09_02_21,1357
2025-02-11_31_02,2210
2025-02-24_38_36,1931
2025-01-18_46_44,3435
2025-02-02_36_12,2177
2025-01-05_23_25,1946
2025-01-21_02_31,1900
2025-01-24_25_23,1258
2025-02-06_12_36,1558
2025-01-21_13_23,1660
2025-02-28_45_28,5063
2025-01-02_42_45,2292
2025-02-13_02_47,2271
2025-01-21_45_34,1290
2025-01-31_38_36,1107
2025-01-27_23_25,1207
2025-02-01_18_46,2197
2025-01-04_04_29,1500
2025-02-24_34_45,2378
2025-02-12_34_45,1420
2025-02-22_30_02,2898
2025-02-12_36_22,1223
2025-01-28_46_26,1445
2025-01-07_12_36,1714
2025-01-25_36_27,1642
2025-01-30_45_28,2730
2025-01-25_45_05,1526
2025-02-01_27_36,1496
2025-01-13_47_08,1764
2025-02-20_46_45,3526
2025-01-13_08_47,1143
2025-02-21_03_47,1409
2025-02-28_45_09,5265
2025-02-08_46_26,2290
2025-02-17_44_46,2847
2025-02-11_46_48,3707
2025-01-11_40_02,2495
2025-02-12_44_45,1265
2025-02-20_14_30,1600
2025-02-11_15_46,2105
2025-01-08_15_46,1086
2025-01-19_48_45,3750
2025-01-11_08_47,1151
2025-01-28_47_30,1660
2025-01-13_40_02,2055
2025-02-24_22_36,1471
2025-02-08_06_47,1391
2025-01-31_47_45,4052
2025-01-13_12_36,2053
2025-01-29_09_46,3514
2025-01-16_02_19,2223
2025-01-07_46_33,884
2025-01-18_19_32,2845
2025-02-25_46_20,2783
2025-02-28_47_02,2257
2025-01-09_47_45,4637
2025-02-26_13_23,1859
2025-02-25_36_12,1396
2025-02-19_35_46,1618
2025-02-25_40_02,2231
2025-02-04_40_02,2593
2025-01-27_20_46,1635
2025-02-19_30_02,1543
2025-02-10_13_23,3135
2025-01-28_31_02,2024
2025-02-19_45_34,1682
2025-02-15_05_47,3193
2025-01-18_11_36,1821
2025-02-15_33_46,996
2025-02-26_06_47,1388
2025-01-30_47_30,1967
2025-01-23_47_46,1902
2025-01-23_17_23,1115
2025-01-25_33_46,1002
2025-01-06_48_45,2577
2025-02-08_23_25,1424
2025-02-25_05_45,1803
2025-01-20_03_47,2410
2025-01-19_13_23,3414
2025-02-07_46_45,5566
2025-02-10_06_47,1940
2025-01-23_25_23,1426
2025-01-19_34_45,3699
2025-01-25_46_15,1763
2025-02-23_47_05,3471
2025-02-20_20_46,1275
2025-01-11_02_31,2311
2025-01-10_27_36,1454
2025-01-09_45_47,5517
2025-01-18_47_28,2181
2025-02-16_36_11,3595
2025-01-25_47_03,1554
2025-01-15_02_24,1251
2025-01-09_41_36,2660
2025-02-19_47_30,1798
2025-02-10_02_31,1827
2025-02-10_40_02,2832
2025-02-10_11_36,3718
2025-01-23_36_07,1694
2025-01-22_40_02,2075
2025-02-15_48_46,3661
2025-01-13_48_46,3315
2025-01-09_36_27,1048
2025-02-16_46_35,2440
2025-02-17_03_47,2002
2025-01-20_48_46,6459
2025-01-04_45_47,4104
2025-02-22_03_47,1708
2025-02-19_30_14,1577
2025-01-16_09_45,3153
2025-01-16_22_36,991
2025-01-19_02_47,2385
2025-01-14_46_48,3991
2025-02-03_43_47,2376
2025-01-22_23_25,3605
2025-01-26_46_18,1540
2025-02-13_39_45,1454
2025-02-01_33_46,1293
2025-01-23_02_16,1587
2025-01-28_44_46,1535
2025-01-12_46_18,2726
2025-01-25_02_21,1587
2025-01-08_47_28,2658
2025-02-02_02_31,1773
2025-01-15_47_10,939
2025-02-04_44_45,1322
2025-02-15_36_07,2333
2025-02-15_16_02,1571
2025-02-13_12_36,1637
2025-01-13_19_32,2886
2025-01-15_48_45,3050
2025-02-18_02_40,2876
2025-01-21_27_36,1242
2025-01-31_47_28,3050
2025-02-07_23_25,1936
2025-01-20_14_30,1756
2025-01-24_02_31,3391
2025-01-12_02_19,1865
2025-02-14_46_35,4742
2025-01-29_47_05,2500
2025-01-14_14_30,1404
2025-01-18_48_46,7082
2025-02-07_19_32,2849
2025-01-19_19_30,2690
2025-01-11_19_02,2476
2025-02-14_48_45,1554
2025-01-17_47_05,2905
2025-01-25_41_36,3036
2025-01-22_07_36,1197
2025-01-06_46_26,1598
2025-02-10_19_32,2519
2025-02-11_36_11,3043
2025-02-22_23_25,1999
2025-01-02_09_45,3795
2025-02-13_30_14,1978
2025-01-15_02_31,2317
2025-02-02_46_26,2200
2025-02-05_17_23,1262
2025-02-05_34_45,1262
2025-02-02_36_11,2321
2025-02-03_05_45,2095
2025-01-21_36_37,262
2025-01-29_41_36,2720
2025-02-05_27_36,1650
2025-01-09_02_30,1604
2025-02-08_36_11,3031
2025-02-16_38_36,3709
2025-01-14_46_35,2929
2025-01-01_45_09,4271
2025-01-24_36_27,1448
2025-01-09_40_02,1923
2025-01-01_30_14,1489
2025-02-01_36_22,1482
2025-02-19_02_40,2583
2025-01-02_03_47,1454
2025-02-27_47_05,3234
2025-02-15_02_47,2080
2025-01-22_36_27,1066
2025-02-20_37_36,1342
2025-02-18_02_01,1522
2025-02-14_46_15,2281
2025-01-16_02_14,1341
2025-02-19_02_01,1601
2025-02-21_07_36,1975
2025-01-16_46_33,1179
2025-01-12_30_14,1207
2025-01-31_47_46,2187
2025-01-27_46_44,1497
2025-02-21_26_46,1985
2025-02-22_48_46,4131
2025-02-16_36_12,2197
2025-02-23_21_02,2358
2025-02-26_48_45,2103
2025-01-04_17_23,1496
2025-02-28_21_02,1253
2025-01-21_36_12,1218
2025-01-27_34_45,2463
2025-01-02_46_20,1469
2025-01-21_47_08,906
2025-01-30_47_28,2065
2025-01-26_46_33,1136
2025-02-08_02_47,1950
2025-02-12_47_05,3482
2025-02-15_45_46,4539
2025-01-28_30_14,1282
2025-01-06_09_45,4367
2025-01-03_47_03,2260
2025-02-24_31_02,2536
2025-02-15_15_46,1447
2025-02-19_47_46,1876
2025-01-25_04_29,1461
2025-02-01_46_33,1722
2025-01-08_46_33,1419
2025-01-24_33_46,1136
2025-01-12_12_36,3096
2025-01-03_02_14,1896
2025-01-19_02_01,1386
2025-01-16_47_45,4287
2025-01-01_45_47,5798
2025-02-13_22_36,1410
2025-01-01_28_45,2839
2025-01-08_19_30,1910
2025-01-27_33_46,1344
2025-01-02_02_40,2493
2025-02-22_21_02,1447
2025-02-19_06_47,1313
2025-01-02_47_10,1101
2025-02-24_46_48,4851
